,Millas_Por_Galon,Cilindros,Pais_Origen,Peso_En_Libras,Desplazamiento,Aceleracion,Nombre,Anyo,Caballo_De_Fuerza,Potencia especifica_log10,Sqrt(var1)*exp(var2)/200,"Si var 1 > var 2 → 5, caso contrario 3",1/logn(var1/var2)*100,var2**2/var1
361,26.6,8,USA,3725,350.0,19.0,oldsmobile cutlass ls,1/01/1982,105.0,-1.5499369780143737,9144496.75,3,-28.020138112946185,2.959731543624161
362,20.2,6,USA,3060,200.0,17.1,ford granada gl,1/01/1982,88.0,-1.5412387543314114,1252122.97,3,-28.17827417606356,2.530718954248366
363,17.6,6,USA,3465,225.0,16.6,chrysler lebaron salon,1/01/1982,85.0,-1.6102843132335327,746393.53,3,-26.970049843630804,2.085137085137085
364,28.0,4,USA,2605,112.0,19.6,chevrolet cavalier,1/01/1982,88.0,-1.4713250554853747,15253980.46,3,-29.51723552073832,2.9727447216890597
365,27.0,4,USA,2640,112.0,18.6,chevrolet cavalier wagon,1/01/1982,88.0,-1.4771212547196624,5611625.81,3,-29.401410379520605,2.933333333333333
366,34.0,4,USA,2395,112.0,18.0,chevrolet cavalier 2-door,1/01/1982,88.0,-1.4348228456004135,3079725.54,3,-30.268160507405202,3.233402922755741
367,31.0,4,USA,2575,112.0,16.2,pontiac j2000 se hatchback,1/01/1982,85.0,-1.481358307662917,500322.55,3,-29.31731503827874,2.8058252427184467
368,29.0,4,USA,2525,135.0,16.0,dodge aries se,1/01/1982,84.0,-1.4779820963927985,407212.74,3,-29.3842857070598,2.7944554455445543
369,27.0,4,USA,2735,151.0,18.0,pontiac phoenix,1/01/1982,90.0,-1.4827148212301247,3114525.8,3,-29.290493066154298,2.9616087751371114
370,24.0,4,USA,2865,140.0,16.4,ford fairmont futura,1/01/1982,92.0,-1.4933367989578534,635760.32,3,-29.08215227846327,2.9542757417102967
371,36.0,4,Europe,1980,105.0,15.3,volkswagen rabbit l,1/01/1982,74.0,-1.427433470530555,189797.92,3,-30.424849274539657,2.7656565656565655
372,37.0,4,Japan,2025,91.0,18.2,mazda glc custom l,1/01/1982,68.0,-1.473916114844451,3306618.04,3,-29.465345926357884,2.2834567901234566
373,31.0,4,Japan,1970,91.0,17.6,mazda glc custom,1/01/1982,68.0,-1.4619573134553565,1814710.46,3,-29.70637226587627,2.347208121827411
374,38.0,4,USA,2125,105.0,14.7,plymouth horizon miser,1/01/1982,63.0,-1.5280183849327487,96110.13,3,-28.422071762072814,1.867764705882353
375,36.0,4,USA,2125,98.0,17.3,mercury lynx l,1/01/1982,70.0,-1.4822608943720734,1363997.46,3,-29.299462972557937,2.3058823529411763
376,36.0,4,Japan,2160,120.0,14.5,nissan stanza xe,1/01/1982,88.0,-1.3899710790007622,92999.65,3,-31.244857426491368,3.585185185185185
377,36.0,4,Japan,2205,107.0,14.5,honda Accelerationord,1/01/1982,75.0,-1.4683473304121573,85855.99,3,-29.577094799589936,2.5510204081632653
378,34.0,4,Japan,2245,108.0,16.9,toyota corolla,1/01/1982,70.0,-1.506118305325085,914314.84,3,-28.835349810685184,2.1826280623608016
379,38.0,4,Japan,1965,91.0,15.0,honda civic,1/01/1982,67.0,-1.4672877520106191,133790.3,3,-29.59845342593092,2.2844783715012724
380,32.0,4,Japan,1965,91.0,15.7,honda civic (auto),1/01/1982,67.0,-1.4672877520106191,269420.58,3,-29.59845342593092,2.2844783715012724
381,38.0,4,Japan,1995,91.0,16.2,datsun 310 gx,1/01/1982,67.0,-1.4738680973219405,444199.45,3,-29.466305885335125,2.250125313283208
382,25.0,6,USA,2945,181.0,16.4,buick century limited,1/01/1982,110.0,-1.4276926139648953,695177.73,3,-30.419326797324903,4.108658743633277
383,38.0,6,USA,3015,262.0,17.0,oldsmobile cutlass ciera (diesel),1/01/1982,85.0,-1.5498683907618773,1113488.3,3,-28.02137810487013,2.396351575456053
384,26.0,4,USA,2585,156.0,14.5,chrysler lebaron medallion,1/01/1982,92.0,-1.448672720084406,95089.79,3,-29.978785123940753,3.274274661508704
385,22.0,6,USA,2835,232.0,14.7,ford granada l,1/01/1982,112.0,-1.4033350405587437,128146.84,3,-30.947312605429968,4.424691358024691
386,32.0,4,Japan,2665,144.0,13.9,toyota celica gt,1/01/1982,96.0,-1.4434259803230227,53308.8,3,-30.087755646885444,3.4581613508442777
387,36.0,4,USA,2370,135.0,13.0,dodge charger 2.2,1/01/1982,84.0,-1.4504690599482222,20273.93,3,-29.941657764058405,2.9772151898734176
388,27.0,4,USA,2950,151.0,17.3,chevrolet camaro,1/01/1982,90.0,-1.515579506538838,1546627.74,3,-28.65534140766126,2.7457627118644066
389,27.0,4,USA,2790,140.0,15.6,ford mustang gl,1/01/1982,86.0,-1.5111057520300297,276193.31,3,-28.74017793392803,2.65089605734767
390,44.0,4,Europe,2130,97.0,24.6,vw pickup,1/01/1982,52.0,-1.6123762598039386,1740267184.58,3,-26.935058071126715,1.2694835680751173
391,32.0,4,USA,2295,135.0,11.6,dodge rampage,1/01/1982,84.0,-1.4365034038113984,4999.49,3,-30.232749936475006,3.074509803921569
392,28.0,4,USA,2625,120.0,18.6,ford ranger,1/01/1982,79.0,-1.5215022164515342,5316929.64,3,-28.543795546753696,2.3775238095238094
393,31.0,4,USA,2720,119.0,19.4,chevy s-10,1/01/1982,82.0,-1.520755051650482,12055629.14,3,-28.557819448431893,2.472058823529412
